                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.6848,                 4.1943,                 1.3827,                0.00713,                    0.5,                0.01372,                0.00827,                 1.6642,                 4.5264,                  1.216,                  1e-05,                  1e-05,                  1e-05
                      2,                 1.3557,                 4.0581,                 1.1625,                0.00932,                0.53571,                0.04118,                0.02551,                 1.6239,                 4.5252,                 1.1837,             2.9703e-05,             2.9703e-05,             2.9703e-05
                      3,                 1.3179,                 3.9983,                 1.1672,                0.01368,                0.60714,                0.26971,                0.16777,                 1.5085,                 4.5054,                 1.1489,              4.901e-05,              4.901e-05,              4.901e-05
                      4,                 1.3045,                 3.9728,                  1.163,                0.01782,                0.60714,                 0.5027,                0.30034,                 1.4531,                 4.4458,                 1.1216,             6.7921e-05,             6.7921e-05,             6.7921e-05
                      5,                 1.2842,                 3.7307,                 1.1117,                0.02668,                0.67857,                0.53116,                0.34765,                 1.4024,                 4.4112,                  1.089,             8.6436e-05,             8.6436e-05,             8.6436e-05
                      6,                  1.221,                 3.4261,                 1.1704,                0.03363,                0.67857,                0.55666,                0.36174,                 1.3866,                 4.3795,                 1.0917,             0.00010456,             0.00010456,             0.00010456
                      7,                 1.1987,                 3.2967,                  1.136,                0.04369,                0.67857,                0.57526,                0.37611,                 1.3227,                  4.337,                 1.0641,             0.00012228,             0.00012228,             0.00012228
                      8,                 1.2363,                 2.8445,                 1.1008,                0.06995,                0.67857,                0.46244,                 0.3199,                 1.1963,                 4.3019,                  1.005,             0.00013961,             0.00013961,             0.00013961
                      9,                 1.2822,                 2.4823,                 1.1004,                0.11059,                0.71429,                0.47791,                0.31684,                 1.1987,                 4.2207,                0.99459,             0.00015654,             0.00015654,             0.00015654
                     10,                0.96623,                 2.1596,                 1.1172,                0.13565,                0.71429,                0.48229,                0.33681,                   1.16,                 4.1319,                0.98295,             0.00017307,             0.00017307,             0.00017307
                     11,                 1.0325,                 1.9703,                 1.0684,                0.13589,                   0.75,                0.47799,                0.33677,                 1.1286,                 4.0612,                0.98288,             0.00018921,             0.00018921,             0.00018921
                     12,                0.85791,                 2.2191,                0.90269,                0.12117,                   0.75,                0.50663,                0.38155,                 1.1175,                 3.9836,                0.96939,             0.00020495,             0.00020495,             0.00020495
                     13,                 1.0405,                 1.7839,                 1.0872,                0.12704,                   0.75,                 0.5168,                0.39022,                  1.058,                 3.9572,                0.95179,              0.0002203,              0.0002203,              0.0002203
                     14,                 0.9417,                 1.8584,                 1.0352,                0.11554,                   0.75,                 0.5367,                0.37336,                 1.0547,                 3.8964,                0.96035,             0.00023525,             0.00023525,             0.00023525
                     15,                0.83244,                 1.9028,                0.99402,                0.11554,                   0.75,                 0.5367,                0.37336,                 1.0547,                 3.8964,                0.96035,             0.00024981,             0.00024981,             0.00024981
                     16,                0.85589,                 2.0502,                 1.0002,                0.10394,                   0.75,                0.53705,                0.35393,                 1.0093,                  3.874,                0.94171,             0.00026397,             0.00026397,             0.00026397
                     17,                0.99698,                 2.2038,                 1.0733,                 0.0812,                0.71429,                0.47415,                0.33693,                0.93761,                 3.8521,                0.90955,             0.00027773,             0.00027773,             0.00027773
                     18,                0.77045,                 1.7347,                0.88307,                 0.0812,                0.71429,                0.47415,                0.33693,                0.93761,                 3.8521,                0.90955,              0.0002911,              0.0002911,              0.0002911
                     19,                0.91669,                 1.6732,                0.97167,                0.06137,                0.71429,                0.48075,                0.36526,                  0.898,                 3.7885,                0.88716,             0.00030407,             0.00030407,             0.00030407
                     20,                0.84854,                 1.8979,                0.95152,                0.04691,                      1,                0.46422,                0.35337,                0.86151,                 3.7413,                 0.8747,             0.00031664,             0.00031664,             0.00031664
                     21,                0.96594,                 1.7492,                0.95161,                0.04691,                      1,                0.46422,                0.35337,                0.86151,                 3.7413,                 0.8747,             0.00032882,             0.00032882,             0.00032882
                     22,                 1.0887,                 1.7608,                0.98508,                 0.4314,                0.35714,                0.48077,                 0.3743,                0.80347,                 3.6648,                0.86704,              0.0003406,              0.0003406,              0.0003406
                     23,                0.81702,                 1.6953,                0.94024,                      1,                0.15406,                0.51016,                0.39814,                0.80511,                 3.5268,                0.86793,             0.00035199,             0.00035199,             0.00035199
                     24,                0.89844,                 1.6355,                 1.0948,                      1,                0.15406,                0.51016,                0.39814,                0.80511,                 3.5268,                0.86793,             0.00036298,             0.00036298,             0.00036298
                     25,                 0.7912,                 2.1731,                0.95142,                      1,                0.17319,                0.54837,                0.41624,                0.80588,                 3.3811,                0.87506,             0.00037358,             0.00037358,             0.00037358
                     26,                 1.0384,                 1.7592,                 1.1481,                      1,                0.17319,                0.54837,                0.41624,                0.80588,                 3.3811,                0.87506,             0.00038377,             0.00038377,             0.00038377
                     27,                0.82048,                 1.4839,                0.91155,                    0.5,                0.17623,                0.60266,                0.46592,                0.80454,                 3.3295,                0.87808,             0.00039358,             0.00039358,             0.00039358
                     28,                0.94683,                 1.3343,                 1.0046,                    0.5,                0.17623,                0.60266,                0.46592,                0.80454,                 3.3295,                0.87808,             0.00040299,             0.00040299,             0.00040299
                     29,                 1.0412,                  1.677,                  1.034,                0.72872,                0.42099,                0.67947,                0.54603,                0.84925,                 3.2191,                0.89131,               0.000412,               0.000412,               0.000412
                     30,                0.91012,                 1.6773,                 0.9988,                0.72872,                0.42099,                0.67947,                0.54603,                0.84925,                 3.2191,                0.89131,             0.00042061,             0.00042061,             0.00042061
                     31,                0.79684,                 1.4225,                0.92611,                0.86082,                0.42823,                0.78922,                0.64587,                0.84178,                 3.1534,                0.89588,             0.00042883,             0.00042883,             0.00042883
                     32,                0.89053,                 1.4774,                0.96707,                0.86082,                0.42823,                0.78922,                0.64587,                0.84178,                 3.1534,                0.89588,             0.00043665,             0.00043665,             0.00043665
                     33,                0.92583,                 1.6787,                 1.1136,                0.86082,                0.42823,                0.78922,                0.64587,                0.84178,                 3.1534,                0.89588,             0.00044408,             0.00044408,             0.00044408
                     34,                 1.0139,                 1.8481,                 1.0614,                0.91654,                0.58065,                0.88189,                0.72814,                0.82315,                 3.1609,                0.89787,             0.00045111,             0.00045111,             0.00045111
                     35,                0.82269,                 1.5283,                 0.9982,                0.91654,                0.58065,                0.88189,                0.72814,                0.82315,                 3.1609,                0.89787,             0.00045775,             0.00045775,             0.00045775
                     36,                0.87812,                 1.6137,                0.98974,                0.93376,                0.60733,                0.91166,                0.74518,                0.80095,                 3.1401,                0.89636,             0.00046398,             0.00046398,             0.00046398
                     37,                0.86117,                 2.0679,                0.93308,                0.93376,                0.60733,                0.91166,                0.74518,                0.80095,                 3.1401,                0.89636,             0.00046983,             0.00046983,             0.00046983
                     38,                0.96567,                 1.6403,                0.97729,                0.93376,                0.60733,                0.91166,                0.74518,                0.80095,                 3.1401,                0.89636,             0.00047528,             0.00047528,             0.00047528
                     39,                0.79707,                 1.6105,                 0.9953,                      1,                0.65672,                0.96431,                 0.7587,                0.84946,                 2.9682,                0.91947,             0.00048033,             0.00048033,             0.00048033
                     40,                0.88269,                 1.4169,                 1.0085,                      1,                0.65672,                0.96431,                 0.7587,                0.84946,                 2.9682,                0.91947,             0.00048498,             0.00048498,             0.00048498
                     41,                0.91391,                 1.5327,                0.93846,                0.98911,                0.77743,                0.97813,                0.76158,                0.81685,                 2.7774,                0.91097,             0.00048924,             0.00048924,             0.00048924
                     42,                0.78183,                 2.2016,                 1.0909,                0.98911,                0.77743,                0.97813,                0.76158,                0.81685,                 2.7774,                0.91097,              0.0004931,              0.0004931,              0.0004931
                     43,                0.93756,                 1.5134,                 1.1036,                0.98911,                0.77743,                0.97813,                0.76158,                0.81685,                 2.7774,                0.91097,             0.00049657,             0.00049657,             0.00049657
                     44,                 1.0154,                 1.6937,                 1.1134,                 0.9266,                0.84994,                  0.995,                0.79384,                0.75298,                 2.6181,                0.88743,             0.00049964,             0.00049964,             0.00049964
                     45,                0.78086,                   1.46,                0.97662,                 0.9266,                0.84994,                  0.995,                0.79384,                0.75298,                 2.6181,                0.88743,             0.00050232,             0.00050232,             0.00050232
                     46,                 1.0727,                 2.2078,                  1.028,                 0.9266,                0.84994,                  0.995,                0.79384,                0.75298,                 2.6181,                0.88743,             0.00050459,             0.00050459,             0.00050459
                     47,                 1.0738,                 1.5959,                 1.1232,                0.85999,                0.95167,                  0.995,                0.81161,                0.73941,                 2.4624,                0.87056,             0.00050648,             0.00050648,             0.00050648
                     48,                0.89039,                 1.6068,                 1.0157,                0.85999,                0.95167,                  0.995,                0.81161,                0.73941,                 2.4624,                0.87056,             0.00050797,             0.00050797,             0.00050797
                     49,                 1.0799,                  1.362,                0.91912,                0.85999,                0.95167,                  0.995,                0.81161,                0.73941,                 2.4624,                0.87056,             0.00050906,             0.00050906,             0.00050906
                     50,                0.95862,                 1.5877,                 0.9492,                0.84026,                      1,                  0.995,                 0.7705,                0.77111,                  2.262,                0.87767,             0.00050975,             0.00050975,             0.00050975
                     51,                0.82787,                 1.2923,                0.95125,                0.84026,                      1,                  0.995,                 0.7705,                0.77111,                  2.262,                0.87767,               0.000505,               0.000505,               0.000505
                     52,                0.78096,                 1.2649,                0.92968,                0.84026,                      1,                  0.995,                 0.7705,                0.77111,                  2.262,                0.87767,               0.000505,               0.000505,               0.000505
                     53,                 1.0042,                 1.4487,                0.94509,                0.83542,                0.99886,                  0.995,                0.73542,                0.82617,                  2.192,                 0.8964,              0.0004951,              0.0004951,              0.0004951
                     54,                 1.0177,                 1.3808,                 1.0826,                0.83542,                0.99886,                  0.995,                0.73542,                0.82617,                  2.192,                 0.8964,              0.0004852,              0.0004852,              0.0004852
                     55,                 0.8921,                  1.481,                 1.0099,                0.83542,                0.99886,                  0.995,                0.73542,                0.82617,                  2.192,                 0.8964,              0.0004753,              0.0004753,              0.0004753
                     56,                0.96445,                 1.3878,                 1.0067,                0.85556,                      1,                  0.995,                0.76859,                0.83796,                  2.087,                0.91189,              0.0004654,              0.0004654,              0.0004654
                     57,                0.92244,                 1.3995,                0.99386,                0.85556,                      1,                  0.995,                0.76859,                0.83796,                  2.087,                0.91189,              0.0004555,              0.0004555,              0.0004555
                     58,                0.83879,                 1.2129,                0.92304,                0.85556,                      1,                  0.995,                0.76859,                0.83796,                  2.087,                0.91189,              0.0004456,              0.0004456,              0.0004456
                     59,                0.88514,                  1.279,                0.97226,                0.85162,                0.93316,                  0.995,                0.74746,                0.87561,                 2.0211,                0.92749,              0.0004357,              0.0004357,              0.0004357
                     60,                  1.068,                 1.4396,                  1.068,                0.85162,                0.93316,                  0.995,                0.74746,                0.87561,                 2.0211,                0.92749,              0.0004258,              0.0004258,              0.0004258
                     61,                0.84584,                 1.3302,                 1.0228,                0.85162,                0.93316,                  0.995,                0.74746,                0.87561,                 2.0211,                0.92749,              0.0004159,              0.0004159,              0.0004159
                     62,                0.85339,                 1.3827,                0.97175,                0.75469,                0.93266,                0.91167,                0.73176,                0.81743,                 1.9712,                  0.915,               0.000406,               0.000406,               0.000406
                     63,                0.78362,                 1.3377,                 1.0193,                0.75469,                0.93266,                0.91167,                0.73176,                0.81743,                 1.9712,                  0.915,              0.0003961,              0.0003961,              0.0003961
                     64,                0.84176,                 1.3306,                 1.0286,                0.75469,                0.93266,                0.91167,                0.73176,                0.81743,                 1.9712,                  0.915,              0.0003862,              0.0003862,              0.0003862
                     65,                0.78183,                 1.2315,                0.98006,                0.83099,                0.91213,                0.90933,                0.77164,                0.74873,                 1.8642,                 0.9079,              0.0003763,              0.0003763,              0.0003763
                     66,                0.77846,                 1.3432,                0.96091,                0.83099,                0.91213,                0.90933,                0.77164,                0.74873,                 1.8642,                 0.9079,              0.0003664,              0.0003664,              0.0003664
                     67,                0.87258,                 1.2239,                0.93938,                0.83099,                0.91213,                0.90933,                0.77164,                0.74873,                 1.8642,                 0.9079,              0.0003565,              0.0003565,              0.0003565
                     68,                 1.0413,                 1.7464,                 1.2885,                0.81566,                  0.889,                0.90479,                0.76854,                0.71421,                 1.7862,                0.90041,              0.0003466,              0.0003466,              0.0003466
                     69,                0.89699,                 1.3708,                 1.0451,                0.81566,                  0.889,                0.90479,                0.76854,                0.71421,                 1.7862,                0.90041,              0.0003367,              0.0003367,              0.0003367
                     70,                0.87167,                 1.5111,                 1.0941,                0.81566,                  0.889,                0.90479,                0.76854,                0.71421,                 1.7862,                0.90041,              0.0003268,              0.0003268,              0.0003268
                     71,                0.93319,                  1.398,                0.98659,                0.82735,                0.91997,                  0.907,                0.76164,                  0.718,                 1.7008,                 0.8979,              0.0003169,              0.0003169,              0.0003169
                     72,                0.92939,                 1.5893,                 1.0285,                0.82735,                0.91997,                  0.907,                0.76164,                  0.718,                 1.7008,                 0.8979,               0.000307,               0.000307,               0.000307
                     73,                0.73247,                 1.4209,                0.94827,                0.82735,                0.91997,                  0.907,                0.76164,                  0.718,                 1.7008,                 0.8979,              0.0002971,              0.0002971,              0.0002971
                     74,                0.79705,                 1.3103,                0.93281,                      1,                0.88777,                  0.995,                 0.8162,                0.69882,                 1.6166,                0.89434,              0.0002872,              0.0002872,              0.0002872
                     75,                 0.9535,                  1.355,                 1.0174,                      1,                0.88777,                  0.995,                 0.8162,                0.69882,                 1.6166,                0.89434,              0.0002773,              0.0002773,              0.0002773
                     76,                 1.0213,                 1.3295,                0.97234,                      1,                0.88777,                  0.995,                 0.8162,                0.69882,                 1.6166,                0.89434,              0.0002674,              0.0002674,              0.0002674
                     77,                0.96789,                  1.452,                 1.0546,                0.97986,                0.94063,                  0.995,                0.82137,                 0.6742,                 1.5468,                0.89019,              0.0002575,              0.0002575,              0.0002575
                     78,                0.81984,                 1.2567,                0.97531,                0.97986,                0.94063,                  0.995,                0.82137,                 0.6742,                 1.5468,                0.89019,              0.0002476,              0.0002476,              0.0002476
                     79,                0.82387,                 1.3727,                0.97776,                0.97986,                0.94063,                  0.995,                0.82137,                 0.6742,                 1.5468,                0.89019,              0.0002377,              0.0002377,              0.0002377
                     80,                 1.0677,                 1.5492,                 1.2943,                0.95149,                0.97336,                  0.995,                0.82022,                0.68603,                 1.4767,                0.89649,              0.0002278,              0.0002278,              0.0002278
                     81,                0.85263,                 1.4728,                0.94054,                0.95149,                0.97336,                  0.995,                0.82022,                0.68603,                 1.4767,                0.89649,              0.0002179,              0.0002179,              0.0002179
                     82,                0.92109,                 1.4098,                 1.0236,                0.95149,                0.97336,                  0.995,                0.82022,                0.68603,                 1.4767,                0.89649,               0.000208,               0.000208,               0.000208
                     83,                0.99606,                 1.4935,                 1.0564,                0.96672,                      1,                  0.995,                0.78812,                0.72548,                 1.4308,                  0.904,              0.0001981,              0.0001981,              0.0001981
                     84,                0.81318,                 1.1058,                0.97189,                0.96672,                      1,                  0.995,                0.78812,                0.72548,                 1.4308,                  0.904,              0.0001882,              0.0001882,              0.0001882
                     85,                0.89496,                 1.3729,                 1.0528,                0.96672,                      1,                  0.995,                0.78812,                0.72548,                 1.4308,                  0.904,              0.0001783,              0.0001783,              0.0001783
                     86,                0.76946,                 1.4927,                 1.0505,                0.98862,                      1,                  0.995,                0.81513,                0.72829,                 1.3834,                0.90434,              0.0001684,              0.0001684,              0.0001684
                     87,                 0.7631,                 1.1393,                0.90722,                0.98862,                      1,                  0.995,                0.81513,                0.72829,                 1.3834,                0.90434,              0.0001585,              0.0001585,              0.0001585
                     88,                0.90439,                 1.3209,                0.97847,                0.98862,                      1,                  0.995,                0.81513,                0.72829,                 1.3834,                0.90434,              0.0001486,              0.0001486,              0.0001486
                     89,                0.89964,                 1.1561,                0.95245,                0.97978,                0.99529,                  0.995,                0.81729,                 0.7152,                 1.3253,                0.90148,              0.0001387,              0.0001387,              0.0001387
                     90,                0.75745,                   1.19,                0.97285,                0.97978,                0.99529,                  0.995,                0.81729,                 0.7152,                 1.3253,                0.90148,              0.0001288,              0.0001288,              0.0001288
                     91,                0.95895,                 1.5433,                 1.0618,                0.97978,                0.99529,                  0.995,                0.81729,                 0.7152,                 1.3253,                0.90148,              0.0001189,              0.0001189,              0.0001189
                     92,                0.76436,                 1.5686,                0.86031,                0.96124,                      1,                  0.995,                0.82619,                0.68515,                 1.3144,                0.89345,               0.000109,               0.000109,               0.000109
                     93,                0.72291,                 1.4776,                0.93011,                0.96124,                      1,                  0.995,                0.82619,                0.68515,                 1.3144,                0.89345,               9.91e-05,               9.91e-05,               9.91e-05
                     94,                0.71237,                 1.6155,                0.88733,                0.96124,                      1,                  0.995,                0.82619,                0.68515,                 1.3144,                0.89345,               8.92e-05,               8.92e-05,               8.92e-05
                     95,                0.60367,                 1.7912,                0.90631,                0.95339,                      1,                  0.995,                 0.8343,                0.65298,                 1.2946,                0.88507,               7.93e-05,               7.93e-05,               7.93e-05
                     96,                0.58279,                 1.4157,                0.86082,                0.95339,                      1,                  0.995,                 0.8343,                0.65298,                 1.2946,                0.88507,               6.94e-05,               6.94e-05,               6.94e-05
                     97,                 0.6397,                 1.5866,                0.90207,                0.95339,                      1,                  0.995,                 0.8343,                0.65298,                 1.2946,                0.88507,               5.95e-05,               5.95e-05,               5.95e-05
                     98,                0.56178,                  1.576,                0.82846,                0.95245,                      1,                  0.995,                0.84231,                0.63172,                 1.2828,                0.87787,               4.96e-05,               4.96e-05,               4.96e-05
                     99,                0.69424,                 1.5348,                0.85486,                0.95245,                      1,                  0.995,                0.84231,                0.63172,                 1.2828,                0.87787,               3.97e-05,               3.97e-05,               3.97e-05
                    100,                0.74117,                  1.505,                0.92772,                0.95245,                      1,                  0.995,                0.84231,                0.63172,                 1.2828,                0.87787,               2.98e-05,               2.98e-05,               2.98e-05
